County,Year,Total_Crimes,Population,Crime_Rate_per_100k,rate_lag1,rate_lag2,rate_diff_1y,target_rate_tplus2,target_year
Nassau,2019,13387,1355468.8,987.6287820125406,987.4897307118529,1036.0576703100514,-48.56793959819856,918.6211085400514,2021
Nassau,2020,12244,1355683.0,903.1609897003947,987.6287820125406,987.4897307118529,0.13905130068769722,1350.2316673829137,2022
Nassau,2021,12538,1364871.75,918.6211085400514,903.1609897003947,987.6287820125406,-84.46779231214589,1307.501160763326,2023
Nassau,2022,18553,1374060.5,1350.2316673829137,918.6211085400514,903.1609897003947,15.46011883965673,1167.736014099012,2024
Nassau,2023,18086,1383249.25,1307.501160763326,1350.2316673829137,918.6211085400514,431.61055884286225,,2025
Nassau,2024,16260,1392438.0,1167.736014099012,1307.501160763326,1350.2316673829137,-42.730506619587686,,2026
New York,2010,51297,1586698.0,3232.9403579004957,,,,3227.042209682174,2012
New York,2011,50858,1595259.8,3188.070056049804,3232.9403579004957,,,3217.100845865816,2013
New York,2012,51756,1603821.6,3227.042209682174,3188.070056049804,3232.9403579004957,-44.8703018506917,2934.4607084804597,2014
New York,2013,51872,1612383.4,3217.100845865816,3227.042209682174,3188.070056049804,38.97215363237001,2903.148007342098,2015
New York,2014,47566,1620945.2,2934.4607084804597,3217.100845865816,3227.042209682174,-9.941363816357807,2863.137568687869,2016
New York,2015,47307,1629507.0,2903.148007342098,2934.4607084804597,3217.100845865816,-282.6401373853564,2893.519157826722,2017
New York,2016,46653,1629436.2,2863.137568687869,2903.148007342098,2934.4607084804597,-31.312701138361717,3058.37876096809,2018
New York,2017,47146,1629365.4,2893.519157826722,2863.137568687869,2903.148007342098,-40.01043865422889,3060.2302765280006,2019
New York,2018,49830,1629294.6,3058.37876096809,2893.519157826722,2863.137568687869,30.381589138853087,2926.428641140519,2020
New York,2019,49858,1629223.8,3060.2302765280006,3058.37876096809,2893.519157826722,164.85960314136764,3270.7388056088744,2021
New York,2020,47676,1629153.0,2926.428641140519,3060.2302765280006,3058.37876096809,1.8515155599106947,4222.362520468464,2022
New York,2021,53543,1637030.75,3270.7388056088744,2926.428641140519,3060.2302765280006,-133.80163538748138,4218.331317797447,2023
New York,2022,69454,1644908.5,4222.362520468464,3270.7388056088744,2926.428641140519,344.3101644683552,4187.84293511511,2024
New York,2023,69720,1652786.25,4218.331317797447,4222.362520468464,3270.7388056088744,951.6237148595897,,2025
New York,2024,69546,1660664.0,4187.84293511511,4218.331317797447,4222.362520468464,-4.031202671017127,,2026
Niagara,2010,7209,216546.0,3329.084813388379,,,,3225.602956756325,2012
Niagara,2011,7232,216066.8,3347.113022454167,3329.084813388379,,,3093.788991968701,2013
Niagara,2012,6954,215587.6,3225.602956756325,3347.113022454167,3329.084813388379,18.028209065787905,2900.3509308146326,2014
Niagara,2013,6655,215108.4,3093.788991968701,3225.602956756325,3347.113022454167,-121.51006569784204,2764.8844268036423,2015
Niagara,2014,6225,214629.2,2900.3509308146326,3093.788991968701,3225.602956756325,-131.81396478762417,2880.2572311095905,2016
Niagara,2015,5921,214150.0,2764.8844268036423,2900.3509308146326,3093.788991968701,-193.43806115406824,2633.2875397557254,2017
Niagara,2016,6145,213349.0,2880.2572311095905,2764.8844268036423,2900.3509308146326,-135.46650401099032,2091.6471071609044,2018
Niagara,2017,5597,212548.0,2633.2875397557254,2880.2572311095905,2764.8844268036423,115.3728043059482,1977.7573407412322,2019
Niagara,2018,4429,211747.0,2091.6471071609044,2633.2875397557254,2880.2572311095905,-246.96969135386507,2270.337148159604,2020
Niagara,2019,4172,210946.0,1977.7573407412322,2091.6471071609044,2633.2875397557254,-541.640432594821,1834.2747959833573,2021
Niagara,2020,4771,210145.0,2270.337148159604,1977.7573407412322,2091.6471071609044,-113.88976641967224,1901.2901611808013,2022
Niagara,2021,3852,210001.25,1834.2747959833573,2270.337148159604,1977.7573407412322,292.57980741837196,1664.6500289084524,2023
Niagara,2022,3990,209857.5,1901.2901611808013,1834.2747959833573,2270.337148159604,-436.0623521762468,1557.9519969461278,2024
Niagara,2023,3491,209713.75,1664.6500289084524,1901.2901611808013,1834.2747959833573,67.015365197444,,2025
Niagara,2024,3265,209570.0,1557.9519969461278,1664.6500289084524,1901.2901611808013,-236.64013227234886,,2026
Oneida,2010,6238,234845.0,2656.2200600396004,,,,2726.494493667483,2012
Oneida,2011,5939,234587.6,2531.676866125916,2656.2200600396004,,,2559.032916255114,2013
Oneida,2012,6389,234330.2,2726.494493667483,2531.676866125916,2656.2200600396004,-124.54319391368426,2466.0480019707857,2014
Oneida,2013,5990,234072.8,2559.032916255114,2726.494493667483,2531.676866125916,194.8176275415667,2336.036444908759,2015
Oneida,2014,5766,233815.4,2466.0480019707857,2559.032916255114,2726.494493667483,-167.46157741236902,2248.763437994818,2016
Oneida,2015,5456,233558.0,2336.036444908759,2466.0480019707857,2559.032916255114,-92.98491428432817,2063.3022155257668,2017
Oneida,2016,5232,232661.2,2248.763437994818,2336.036444908759,2466.0480019707857,-130.01155706202644,2014.5745873392368,2018
Oneida,2017,4782,231764.4,2063.3022155257668,2248.763437994818,2336.036444908759,-87.27300691394112,1982.4255949016135,2019
Oneida,2018,4651,230867.6,2014.5745873392368,2063.3022155257668,2248.763437994818,-185.46122246905134,1950.0248827889677,2020
Oneida,2019,4559,229970.8,1982.4255949016135,2014.5745873392368,2063.3022155257668,-48.727628186529955,2154.2887537695137,2021
Oneida,2020,4467,229074.0,1950.0248827889677,1982.4255949016135,2014.5745873392368,-32.14899243762329,2211.092188596501,2022
Oneida,2021,4931,228892.25,2154.2887537695137,1950.0248827889677,1982.4255949016135,-32.400712112645806,2040.8810707624314,2023
Oneida,2022,5057,228710.5,2211.092188596501,2154.2887537695137,1950.0248827889677,204.26387098054602,2029.3675852978145,2024
Oneida,2023,4664,228528.75,2040.8810707624314,2211.092188596501,2154.2887537695137,56.803434826987086,,2025
Oneida,2024,4634,228347.0,2029.3675852978145,2040.8810707624314,2211.092188596501,-170.21111783406946,,2026
Onondaga,2010,13005,467204.0,2783.580620028938,,,,2917.8178272361024,2012
Onondaga,2011,12862,467424.0,2751.6772780173887,2783.580620028938,,,2989.5439700425763,2013
Onondaga,2012,13645,467644.0,2917.8178272361024,2751.6772780173887,2783.580620028938,-31.903342011549285,2768.0929064014153,2014
Onondaga,2013,13987,467864.0,2989.5439700425763,2917.8178272361024,2751.6772780173887,166.14054921871366,2471.4715227715333,2015
Onondaga,2014,12957,468084.0,2768.0929064014153,2989.5439700425763,2917.8178272361024,71.72614280647394,2380.496546395483,2016
Onondaga,2015,11574,468304.0,2471.4715227715333,2768.0929064014153,2989.5439700425763,-221.451063641161,2339.4673926396445,2017
Onondaga,2016,11116,466961.4,2380.496546395483,2471.4715227715333,2768.0929064014153,-296.6213836298821,2142.905451539407,2018
Onondaga,2017,10893,465618.8,2339.4673926396445,2380.496546395483,2471.4715227715333,-90.97497637605011,2142.2078673917813,2019
Onondaga,2018,9949,464276.2,2142.905451539407,2339.4673926396445,2380.496546395483,-41.029153755838706,2162.737141755363,2020
Onondaga,2019,9917,462933.6,2142.2078673917813,2142.905451539407,2339.4673926396445,-196.56194110023762,1965.075744708385,2021
Onondaga,2020,9983,461591.0,2162.737141755363,2142.2078673917813,2142.905451539407,-0.6975841476255482,2203.5574289539545,2022
Onondaga,2021,9111,463646.25,1965.075744708385,2162.737141755363,2142.2078673917813,20.529274363581862,2455.33602668481,2023
Onondaga,2022,10262,465701.5,2203.5574289539545,1965.075744708385,2162.737141755363,-197.6613970469782,2491.847802950968,2024
Onondaga,2023,11485,467756.75,2455.33602668481,2203.5574289539545,1965.075744708385,238.48168424556957,,2025
Onondaga,2024,11707,469812.0,2491.847802950968,2455.33602668481,2203.5574289539545,251.77859773085538,,2026
Ontario,2010,1995,108116.0,1845.2402974582856,,,,2003.7513911101614,2012
Ontario,2011,2103,108331.2,1941.2689972971777,1845.2402974582856,,,1927.150759091444,2013
Ontario,2012,2175,108546.4,2003.7513911101614,1941.2689972971777,1845.2402974582856,96.02869983889218,2002.261031705831,2014
Ontario,2013,2096,108761.6,1927.150759091444,2003.7513911101614,1941.2689972971777,62.48239381298367,1680.5260458641658,2015
Ontario,2014,2182,108976.8,2002.261031705831,1927.150759091444,2003.7513911101614,-76.60063201871753,1707.096618375166,2016
Ontario,2015,1835,109192.0,1680.5260458641658,2002.261031705831,1927.150759091444,75.11027261438721,1483.2103874076079,2017
Ontario,2016,1866,109308.4,1707.096618375166,1680.5260458641658,2002.261031705831,-321.7349858416653,1334.6576447948353,2018
Ontario,2017,1623,109424.8,1483.2103874076079,1707.096618375166,1680.5260458641658,26.570572511000137,1342.360219446714,2019
Ontario,2018,1462,109541.2,1334.6576447948353,1483.2103874076079,1707.096618375166,-223.88623096755805,1379.197259824731,2020
Ontario,2019,1472,109657.6,1342.360219446714,1334.6576447948353,1483.2103874076079,-148.5527426127726,1312.1306524029353,2021
Ontario,2020,1514,109774.0,1379.197259824731,1342.360219446714,1334.6576447948353,7.702574651878649,1367.2313341053746,2022
Ontario,2021,1451,110583.5,1312.1306524029353,1379.197259824731,1342.360219446714,36.837040378017036,1391.2345981595774,2023
Ontario,2022,1523,111393.0,1367.2313341053746,1312.1306524029353,1379.197259824731,-67.06660742179565,1205.1817506105547,2024
Ontario,2023,1561,112202.5,1391.2345981595774,1367.2313341053746,1312.1306524029353,55.10068170243926,,2025
Ontario,2024,1362,113012.0,1205.1817506105547,1391.2345981595774,1367.2313341053746,24.003264054202873,,2026
Orange,2010,9079,373355.0,2431.7338725877516,,,,2537.9069109856414,2012
Orange,2011,9008,373760.8,2410.097581126753,2431.7338725877516,,,2293.014648169486,2013
Orange,2012,9496,374166.6,2537.9069109856414,2410.097581126753,2431.7338725877516,-21.636291460998564,2093.9883971921568,2014
Orange,2013,8589,374572.4,2293.014648169486,2537.9069109856414,2410.097581126753,127.8093298588883,1929.7572618971506,2015
Orange,2014,7852,374978.2,2093.9883971921568,2293.014648169486,2537.9069109856414,-244.89226281615538,1940.685268152216,2016
Orange,2015,7244,375384.0,1929.7572618971506,2093.9883971921568,2293.014648169486,-199.02625097732925,1787.5412763859397,2017
Orange,2016,7311,376722.6,1940.685268152216,1929.7572618971506,2093.9883971921568,-164.2311352950062,1566.9486383493088,2018
Orange,2017,6758,378061.2,1787.5412763859397,1940.685268152216,1929.7572618971506,10.928006255065384,1380.4754130395042,2019
Orange,2018,5945,379399.8,1566.9486383493088,1787.5412763859397,1940.685268152216,-153.14399176627626,1270.424547931438,2020
Orange,2019,5256,380738.4,1380.4754130395042,1566.9486383493088,1787.5412763859397,-220.5926380366309,1253.916885644269,2021
Orange,2020,4854,382077.0,1270.424547931438,1380.4754130395042,1566.9486383493088,-186.47322530980455,1289.674041751276,2022
Orange,2021,4884,389499.5,1253.916885644269,1270.424547931438,1380.4754130395042,-110.05086510806632,1289.2471642374262,2023
Orange,2022,5119,396922.0,1289.674041751276,1253.916885644269,1270.424547931438,-16.50766228716884,1101.3510067586767,2024
Orange,2023,5213,404344.5,1289.2471642374262,1289.674041751276,1253.916885644269,35.75715610700695,,2025
Orange,2024,4535,411767.0,1101.3510067586767,1289.2471642374262,1289.674041751276,-0.4268775138498313,,2026
Orleans,2010,1063,42204.0,2518.718604871576,,,,2179.8881622595018,2012
Orleans,2011,1004,42204.0,2378.921429248412,2518.718604871576,,,1769.9744100085302,2013
Orleans,2012,920,42204.0,2179.8881622595018,2378.921429248412,2518.718604871576,-139.7971756231641,1630.1772343853663,2014
Orleans,2013,747,42204.0,1769.9744100085302,2179.8881622595018,2378.921429248412,-199.03326698891033,1594.635579565918,2015
Orleans,2014,688,42204.0,1630.1772343853663,1769.9744100085302,2179.8881622595018,-409.9137522509716,1788.1016042780748,2016
Orleans,2015,673,42204.0,1594.635579565918,1630.1772343853663,1769.9744100085302,-139.79717562316387,1837.7754257673434,2017
Orleans,2016,749,41888.0,1788.1016042780748,1594.635579565918,1630.1772343853663,-35.54165481944824,1454.3339150668994,2018
Orleans,2017,764,41572.0,1837.7754257673434,1788.1016042780748,1594.635579565918,193.4660247121567,1187.1030776746459,2019
Orleans,2018,600,41256.0,1454.3339150668994,1837.7754257673434,1788.1016042780748,49.673821489268676,1142.1819614021267,2020
Orleans,2019,486,40940.0,1187.1030776746459,1454.3339150668994,1837.7754257673434,-383.44151070044404,913.2532493107523,2021
Orleans,2020,464,40624.0,1142.1819614021267,1187.1030776746459,1454.3339150668994,-267.23083739225353,1252.9539188656952,2022
Orleans,2021,371,40624.0,913.2532493107523,1142.1819614021267,1187.1030776746459,-44.92111627251916,923.0996455297361,2023
Orleans,2022,509,40624.0,1252.9539188656952,913.2532493107523,1142.1819614021267,-228.92871209137445,1038.7948011027963,2024
Orleans,2023,375,40624.0,923.0996455297361,1252.9539188656952,913.2532493107523,339.7006695549429,,2025
Orleans,2024,422,40624.0,1038.7948011027963,923.0996455297361,1252.9539188656952,-329.8542733359591,,2026
Oswego,2010,3288,122114.0,2692.565962952651,,,,2733.658831492275,2012
Oswego,2011,3217,121927.8,2638.4466873018296,2692.565962952651,,,2203.11068039758,2013
Oswego,2012,3328,121741.6,2733.658831492275,2638.4466873018296,2692.565962952651,-54.11927565082124,2106.7948046127026,2014
Oswego,2013,2678,121555.4,2203.11068039758,2733.658831492275,2638.4466873018296,95.21214419044554,1959.0206547122946,2015
Oswego,2014,2557,121369.2,2106.7948046127026,2203.11068039758,2733.658831492275,-530.5481510946952,1920.7718946414282,2016
Oswego,2015,2374,121183.0,1959.0206547122946,2106.7948046127026,2203.11068039758,-96.31587578487733,1653.28176430214,2017
Oswego,2016,2314,120472.4,1920.7718946414282,1959.0206547122946,2106.7948046127026,-147.77414990040802,1707.6686333275095,2018
Oswego,2017,1980,119761.8,1653.28176430214,1920.7718946414282,1959.0206547122946,-38.24876007086641,1597.9300426058344,2019
Oswego,2018,2033,119051.2,1707.6686333275095,1653.28176430214,1920.7718946414282,-267.49013033928827,1540.4233613874012,2020
Oswego,2019,1891,118340.6,1597.9300426058344,1707.6686333275095,1653.28176430214,54.386869025369606,1417.672089050181,2021
Oswego,2020,1812,117630.0,1540.4233613874012,1597.9300426058344,1707.6686333275095,-109.73859072167511,1542.7978044800475,2022
Oswego,2021,1670,117798.75,1417.672089050181,1540.4233613874012,1597.9300426058344,-57.50668121843319,1445.7882318086108,2023
Oswego,2022,1820,117967.5,1542.7978044800475,1417.672089050181,1540.4233613874012,-122.75127233722014,1250.1584886522126,2024
Oswego,2023,1708,118136.25,1445.7882318086108,1542.7978044800475,1417.672089050181,125.12571542986643,,2025
Oswego,2024,1479,118305.0,1250.1584886522126,1445.7882318086108,1542.7978044800475,-97.00957267143667,,2026
Otsego,2010,1145,61399.0,1864.8512190752292,,,,1601.0032736689523,2012
Otsego,2011,1146,61399.0,1866.4799100962557,1864.8512190752292,,,1359.957002557045,2013
Otsego,2012,983,61399.0,1601.0032736689523,1866.4799100962557,1864.8512190752292,1.6286910210264978,1363.2143845990977,2014
Otsego,2013,835,61399.0,1359.957002557045,1601.0032736689523,1866.4799100962557,-265.47663642730345,1369.7291486832034,2015
Otsego,2014,837,61399.0,1363.2143845990977,1359.957002557045,1601.0032736689523,-241.04627111190734,1276.2583186156776,2016
Otsego,2015,841,61399.0,1369.7291486832034,1363.2143845990977,1359.957002557045,3.257382042052768,1209.6920394353012,2017
Otsego,2016,779,61037.8,1276.2583186156776,1369.7291486832034,1363.2143845990977,6.514764084105764,1192.0670342897502,2018
Otsego,2017,734,60676.6,1209.6920394353012,1276.2583186156776,1369.7291486832034,-93.47083006752587,1040.7944731144773,2019
Otsego,2018,719,60315.4,1192.0670342897502,1209.6920394353012,1276.2583186156776,-66.56627918037634,1068.9174903092644,2020
Otsego,2019,624,59954.2,1040.7944731144773,1192.0670342897502,1209.6920394353012,-17.625005145551086,1003.4735623311462,2021
Otsego,2020,637,59593.0,1068.9174903092644,1040.7944731144773,1192.0670342897502,-151.2725611752728,1021.9321061198463,2022
Otsego,2021,598,59593.0,1003.4735623311462,1068.9174903092644,1040.7944731144773,28.123017194787053,899.4344973402917,2023
Otsego,2022,609,59593.0,1021.9321061198463,1003.4735623311462,1068.9174903092644,-65.44392797811815,1011.8638095078281,2024
Otsego,2023,536,59593.0,899.4344973402917,1021.9321061198463,1003.4735623311462,18.458543788700013,,2025
Otsego,2024,603,59593.0,1011.8638095078281,899.4344973402917,1021.9321061198463,-122.49760877955453,,2026
Putnam,2010,934,99713.0,936.6882954078203,,,,878.3112333497285,2012
Putnam,2011,860,99668.0,862.8647108399888,936.6882954078203,,,775.2716463475869,2013
Putnam,2012,875,99623.0,878.3112333497285,862.8647108399888,936.6882954078203,-73.82358456783152,783.6596907558297,2014
Putnam,2013,772,99578.0,775.2716463475869,878.3112333497285,862.8647108399888,15.44652250973968,592.0311997426825,2015
Putnam,2014,780,99533.0,783.6596907558297,775.2716463475869,878.3112333497285,-103.03958700214162,607.0477946950264,2016
Putnam,2015,589,99488.0,592.0311997426825,783.6596907558297,775.2716463475869,8.388044408242877,633.2023908431676,2017
Putnam,2016,603,99333.2,607.0477946950264,592.0311997426825,783.6596907558297,-191.62849101314725,506.94985841758927,2018
Putnam,2017,628,99178.4,633.2023908431676,607.0477946950264,592.0311997426825,15.016594952343894,381.31341737737284,2019
Putnam,2018,502,99023.6,506.94985841758927,633.2023908431676,607.0477946950264,26.154596148141195,403.1849585671738,2020
Putnam,2019,377,98868.8,381.31341737737284,506.94985841758927,633.2023908431676,-126.2525324255783,524.1400984917033,2021
Putnam,2020,398,98714.0,403.1849585671738,381.31341737737284,506.94985841758927,-125.63644104021643,545.8520822024827,2022
Putnam,2021,517,98637.75,524.1400984917033,403.1849585671738,381.31341737737284,21.87154118980095,459.96735551770445,2023
Putnam,2022,538,98561.5,545.8520822024827,524.1400984917033,403.1849585671738,120.95513992452948,527.3907874279791,2024
Putnam,2023,453,98485.25,459.96735551770445,545.8520822024827,524.1400984917033,21.711983710779464,,2025
Putnam,2024,519,98409.0,527.3907874279791,459.96735551770445,545.8520822024827,-85.88472668477829,,2026
Queens,2010,38808,2233841.0,1737.2767354525233,,,,1778.1187053806061,2012
Queens,2011,39863,2247300.6,1773.8169962665431,1737.2767354525233,,,1755.0194576619201,2013
Queens,2012,40199,2260760.2,1778.1187053806061,1773.8169962665431,1737.2767354525233,36.5402608140198,1662.383286749009,2014
Queens,2013,39913,2274219.8,1755.0194576619201,1778.1187053806061,1773.8169962665431,4.301709114062987,1560.9661128684534,2015
Queens,2014,38030,2287679.4,1662.383286749009,1755.0194576619201,1778.1187053806061,-23.099247718686,1472.6986077856782,2016
Queens,2015,35920,2301139.0,1560.9661128684534,1662.383286749009,1755.0194576619201,-92.63617091291121,1435.5150978531144,2017
Queens,2016,33800,2295106.4,1472.6986077856782,1560.9661128684534,1662.383286749009,-101.41717388055554,1451.3535717182851,2018
Queens,2017,32860,2289073.8,1435.5150978531144,1472.6986077856782,1560.9661128684534,-88.26750508277519,1426.5646603179275,2019
Queens,2018,33135,2283041.2,1451.3535717182851,1435.5150978531144,1472.6986077856782,-37.183509932563766,1648.8945722015555,2020
Queens,2019,32483,2277008.6,1426.5646603179275,1451.3535717182851,1435.5150978531144,15.838473865170727,1723.1542221933544,2021
Queens,2020,37446,2270976.0,1648.8945722015555,1426.5646603179275,1451.3535717182851,-24.78891140035762,2194.2026022398018,2022
Queens,2021,39330,2282442.25,1723.1542221933544,1648.8945722015555,1426.5646603179275,222.32991188362803,2393.6672334942505,2023
Queens,2022,50333,2293908.5,2194.2026022398018,1723.1542221933544,1648.8945722015555,74.25964999179882,2426.4936609806196,2024
Queens,2023,55183,2305374.75,2393.6672334942505,2194.2026022398018,1723.1542221933544,471.0483800464474,,2025
Queens,2024,56218,2316841.0,2426.4936609806196,2393.6672334942505,2194.2026022398018,199.4646312544487,,2026
Rensselaer,2010,4853,159428.0,3044.0073261911334,,,,2911.9741781566854,2012
Rensselaer,2011,4688,159522.4,2938.772235121839,3044.0073261911334,,,2590.3004923887615,2013
Rensselaer,2012,4648,159616.8,2911.9741781566854,2938.772235121839,3044.0073261911334,-105.23509106929441,2665.1131124316043,2014
Rensselaer,2013,4137,159711.2,2590.3004923887615,2911.9741781566854,2938.772235121839,-26.79805696515359,2626.641651031895,2015
Rensselaer,2014,4259,159805.6,2665.1131124316043,2590.3004923887615,2911.9741781566854,-321.67368576792387,2290.2206700867628,2016
Rensselaer,2015,4200,159900.0,2626.641651031895,2665.1131124316043,2590.3004923887615,74.81262004284281,2205.0177629913023,2017
Rensselaer,2016,3658,159722.6,2290.2206700867628,2626.641651031895,2665.1131124316043,-38.47146139970937,1942.0485192115345,2018
Rensselaer,2017,3518,159545.2,2205.0177629913023,2290.2206700867628,2626.641651031895,-336.4209809451322,2014.568717711621,2019
Rensselaer,2018,3095,159367.8,1942.0485192115345,2205.0177629913023,2290.2206700867628,-85.20290709546043,2003.6097677548378,2020
Rensselaer,2019,3207,159190.4,2014.568717711621,1942.0485192115345,2205.0177629913023,-262.9692437797678,1860.1792445138508,2021
Rensselaer,2020,3186,159013.0,2003.6097677548378,2014.568717711621,1942.0485192115345,72.52019850008651,2177.8697906568013,2022
Rensselaer,2021,2966,159447.0,1860.1792445138508,2003.6097677548378,2014.568717711621,-10.958949956783272,2073.417958394411,2023
Rensselaer,2022,3482,159881.0,2177.8697906568013,1860.1792445138508,2003.6097677548378,-143.430523240987,1774.1945517545987,2024
Rensselaer,2023,3324,160315.0,2073.417958394411,2177.8697906568013,1860.1792445138508,317.69054614295055,,2025
Rensselaer,2024,2852,160749.0,1774.1945517545987,2073.417958394411,2177.8697906568013,-104.45183226239033,,2026
Richmond,2010,6819,469363.0,1452.8200987295547,,,,1518.4541261536617,2012
Richmond,2011,6801,469986.6,1447.0625332722254,1452.8200987295547,,,1535.119085260862,2013
Richmond,2012,7146,470610.2,1518.4541261536617,1447.0625332722254,1452.8200987295547,-5.757565457329292,1454.8887015441528,2014
Richmond,2013,7234,471233.8,1535.119085260862,1518.4541261536617,1447.0625332722254,71.39159288143628,1368.3089902027805,2015
Richmond,2014,6865,471857.4,1454.8887015441528,1535.119085260862,1518.4541261536617,16.664959107200275,1334.3789103452941,2016
Richmond,2015,6465,472481.0,1368.3089902027805,1454.8887015441528,1535.119085260862,-80.23038371670918,1260.00840146329,2017
Richmond,2016,6313,473104.0,1334.3789103452941,1368.3089902027805,1454.8887015441528,-86.57971134137233,1209.6553178033098,2018
Richmond,2017,5969,473727.0,1260.00840146329,1334.3789103452941,1368.3089902027805,-33.93007985748636,1008.2678383823924,2019
Richmond,2018,5738,474350.0,1209.6553178033098,1260.00840146329,1334.3789103452941,-74.37050888200406,1060.1434831243323,2020
Richmond,2019,4789,474973.0,1008.2678383823924,1209.6553178033098,1260.00840146329,-50.35308365998026,1006.7532467532468,2021
Richmond,2020,5042,475596.0,1060.1434831243323,1008.2678383823924,1209.6553178033098,-201.38747942091743,1474.8287136684028,2022
Richmond,2021,4845,481250.0,1006.7532467532468,1060.1434831243323,1008.2678383823924,51.87564474193994,1753.2960585352384,2023
Richmond,2022,7181,486904.0,1474.8287136684028,1006.7532467532468,1060.1434831243323,-53.39023637108551,1616.5808932743491,2024
Richmond,2023,8636,492558.0,1753.2960585352384,1474.8287136684028,1006.7532467532468,468.07546691515597,,2025
Richmond,2024,8054,498212.0,1616.5808932743491,1753.2960585352384,1474.8287136684028,278.4673448668357,,2026
Rockland,2010,4866,312183.0,1558.7011464429518,,,,1399.6229225089912,2012
Rockland,2011,4655,313884.0,1483.0319481082183,1558.7011464429518,,,1211.210075452431,2013
Rockland,2012,4417,315585.0,1399.6229225089912,1483.0319481082183,1558.7011464429518,-75.66919833473344,1170.5806192728858,2014
Rockland,2013,3843,317286.0,1211.210075452431,1399.6229225089912,1483.0319481082183,-83.4090255992271,1190.5652846380283,2015
Rockland,2014,3734,318987.0,1170.5806192728858,1211.210075452431,1399.6229225089912,-188.41284705656017,1115.6959262172995,2016
Rockland,2015,3818,320688.0,1190.5652846380283,1170.5806192728858,1211.210075452431,-40.629456179545286,1066.9833611371234,2017
Rockland,2016,3588,321593.0,1115.6959262172995,1190.5652846380283,1170.5806192728858,19.98466536514252,1015.7605217020251,2018
Rockland,2017,3441,322498.0,1066.9833611371234,1115.6959262172995,1190.5652846380283,-74.86935842072876,903.4621409277601,2019
Rockland,2018,3285,323403.0,1015.7605217020251,1066.9833611371234,1115.6959262172995,-48.71256508017609,852.6719411585638,2020
Rockland,2019,2930,324308.0,903.4621409277601,1015.7605217020251,1066.9833611371234,-51.22283943509831,795.9008387326322,2021
Rockland,2020,2773,325213.0,852.6719411585638,903.4621409277601,1015.7605217020251,-112.29838077426507,1068.9723282003454,2022
Rockland,2021,2634,330945.75,795.9008387326322,852.6719411585638,903.4621409277601,-50.790199769196306,1204.9837731674995,2023
Rockland,2022,3599,336678.5,1068.9723282003454,795.9008387326322,852.6719411585638,-56.77110242593153,1211.2803897237925,2024
Rockland,2023,4126,342411.25,1204.9837731674995,1068.9723282003454,795.9008387326322,273.07148946771315,,2025
Rockland,2024,4217,348144.0,1211.2803897237925,1204.9837731674995,1068.9723282003454,136.01144496715415,,2026
Saratoga,2010,3236,219960.0,1471.1765775595563,,,,1463.3005486586937,2012
Saratoga,2011,3075,220722.8,1393.1501412631592,1471.1765775595563,,,1401.5848932995693,2013
Saratoga,2012,3241,221485.6,1463.3005486586937,1393.1501412631592,1471.1765775595563,-78.02643629639715,1329.5296379733393,2014
Saratoga,2013,3115,222248.4,1401.5848932995693,1463.3005486586937,1393.1501412631592,70.15040739553456,1273.6064064636641,2015
Saratoga,2014,2965,223011.2,1329.5296379733393,1401.5848932995693,1463.3005486586937,-61.71565535912441,1265.9984044951614,2016
Saratoga,2015,2850,223774.0,1273.6064064636641,1329.5296379733393,1401.5848932995693,-72.05525532623005,1237.225075844198,2017
Saratoga,2016,2847,224881.8,1265.9984044951614,1273.6064064636641,1329.5296379733393,-55.923231509675134,1149.7269453547244,2018
Saratoga,2017,2796,225989.6,1237.225075844198,1265.9984044951614,1273.6064064636641,-7.608001968502776,1017.5052978635017,2019
Saratoga,2018,2611,227097.4,1149.7269453547244,1237.225075844198,1265.9984044951614,-28.77332865096332,977.7029649431126,2020
Saratoga,2019,2322,228205.2,1017.5052978635017,1149.7269453547244,1237.225075844198,-87.49813048947362,1078.1009136064995,2021
Saratoga,2020,2242,229313.0,977.7029649431126,1017.5052978635017,1149.7269453547244,-132.2216474912227,1201.687131259408,2022
Saratoga,2021,2502,232074.75,1078.1009136064995,977.7029649431126,1017.5052978635017,-39.80233292038906,1242.0125148228153,2023
Saratoga,2022,2822,234836.5,1201.687131259408,1078.1009136064995,977.7029649431126,100.39794866338684,1046.7631885505075,2024
Saratoga,2023,2951,237598.25,1242.0125148228153,1201.687131259408,1078.1009136064995,123.58621765290854,,2025
Saratoga,2024,2516,240360.0,1046.7631885505075,1242.0125148228153,1201.687131259408,40.325383563407286,,2026
Schenectady,2010,6021,154889.0,3887.299937374507,,,,3611.1947035811017,2012
Schenectady,2011,5529,154870.4,3570.0818232535075,3887.299937374507,,,3473.415262359752,2013
Schenectady,2012,5592,154851.8,3611.1947035811017,3570.0818232535075,3887.299937374507,-317.2181141209994,3289.095472907594,2014
Schenectady,2013,5378,154833.2,3473.415262359752,3611.1947035811017,3570.0818232535075,41.11288032759421,2985.8652678363783,2015
Schenectady,2014,5092,154814.6,3289.095472907594,3473.415262359752,3611.1947035811017,-137.77944122134977,3025.430405414132,2016
Schenectady,2015,4622,154796.0,2985.8652678363783,3289.095472907594,3473.415262359752,-184.31978945215815,2970.718859739723,2017
Schenectady,2016,4685,154854.0,3025.430405414132,2985.8652678363783,3289.095472907594,-303.23020507121555,2978.6410272956055,2018
